"sample_name","sample_title","organism","strain","age","sex","tissue","collection_date","Dataset","Run","Sample","Replicate","GMCode","TZCode","Locus","Abbreviation","ChimpNumber","Alive","title","library_ID","design_description","library_strategy","library_source","library_selection","library_layout","platform","instrument_model","filetype","filename","filename2","Filename","SRR"
"170712_M00281_0243_000000000-BBD2K_Rep2-1-GM10_S58_L001","Dataset_1-GM_3505-Locus_1","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"1","NAS",22,"Yes","Dataset_1-GM_3505-Locus_1","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM10_S58_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM10_S58_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM10_S58_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-1-GM10_S58_L001_R1_001.fastq.gz","SRR6741923"
"170717_M00281_0245_000000000-BBYDN_Rep3-1-GM10_S58_L001","Dataset_1-GM_3505-Locus_1","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"1","NAS",22,"Yes","Dataset_1-GM_3505-Locus_1","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM10_S58_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM10_S58_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-1-GM10_S58_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-1-GM10_S58_L001_R1_001.fastq.gz","SRR6741597"
"170721_M00281_0248_000000000-BBWCL_Pooled-1-GM10_S58_L001","Dataset_1-GM_3505-Locus_1","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"1","NAS",22,"Yes","Dataset_1-GM_3505-Locus_1","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM10_S58_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM10_S58_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-1-GM10_S58_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-1-GM10_S58_L001_R1_001.fastq.gz","SRR6741678"
"170710_M00281_0242_000000000-BBC66_Rep1-2-GM10_S70_L001","Dataset_1-GM_3505-Locus_2","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"2","NAS",22,"Yes","Dataset_1-GM_3505-Locus_2","170710_M00281_0242_000000000-BBC66_Rep1-2-GM10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-2-GM10_S70_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-2-GM10_S70_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-2-GM10_S70_L001_R1_001.fastq.gz","SRR6741590"
"170712_M00281_0243_000000000-BBD2K_Rep2-2-GM10_S70_L001","Dataset_1-GM_3505-Locus_2","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"2","NAS",22,"Yes","Dataset_1-GM_3505-Locus_2","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM10_S70_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-2-GM10_S70_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-2-GM10_S70_L001_R1_001.fastq.gz","SRR6741603"
"170717_M00281_0245_000000000-BBYDN_Rep3-2-GM10_S70_L001","Dataset_1-GM_3505-Locus_2","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"2","NAS",22,"Yes","Dataset_1-GM_3505-Locus_2","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM10_S70_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-2-GM10_S70_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-2-GM10_S70_L001_R1_001.fastq.gz","SRR6741604"
"170721_M00281_0248_000000000-BBWCL_Pooled-2-GM10_S70_L001","Dataset_1-GM_3505-Locus_2","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"2","NAS",22,"Yes","Dataset_1-GM_3505-Locus_2","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM10_S70_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM10_S70_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-2-GM10_S70_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-2-GM10_S70_L001_R1_001.fastq.gz","SRR6741584"
"170710_M00281_0242_000000000-BBC66_Rep1-3-GM10_S82_L001","Dataset_1-GM_3505-Locus_3","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"3","NAS",22,"Yes","Dataset_1-GM_3505-Locus_3","170710_M00281_0242_000000000-BBC66_Rep1-3-GM10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-3-GM10_S82_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-3-GM10_S82_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-3-GM10_S82_L001_R1_001.fastq.gz","SRR6741600"
"170712_M00281_0243_000000000-BBD2K_Rep2-3-GM10_S82_L001","Dataset_1-GM_3505-Locus_3","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"3","NAS",22,"Yes","Dataset_1-GM_3505-Locus_3","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM10_S82_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-3-GM10_S82_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-3-GM10_S82_L001_R1_001.fastq.gz","SRR6741803"
"170717_M00281_0245_000000000-BBYDN_Rep3-3-GM10_S82_L001","Dataset_1-GM_3505-Locus_3","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"3","NAS",22,"Yes","Dataset_1-GM_3505-Locus_3","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM10_S82_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-3-GM10_S82_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-3-GM10_S82_L001_R1_001.fastq.gz","SRR6741612"
"170721_M00281_0248_000000000-BBWCL_Pooled-3-GM10_S82_L001","Dataset_1-GM_3505-Locus_3","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"3","NAS",22,"Yes","Dataset_1-GM_3505-Locus_3","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM10_S82_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM10_S82_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-3-GM10_S82_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-3-GM10_S82_L001_R1_001.fastq.gz","SRR6741925"
"170710_M00281_0242_000000000-BBC66_Rep1-4-GM10_S94_L001","Dataset_1-GM_3505-Locus_4","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"4","NAS",22,"Yes","Dataset_1-GM_3505-Locus_4","170710_M00281_0242_000000000-BBC66_Rep1-4-GM10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-4-GM10_S94_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-4-GM10_S94_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-4-GM10_S94_L001_R1_001.fastq.gz","SRR6741770"
"170712_M00281_0243_000000000-BBD2K_Rep2-4-GM10_S94_L001","Dataset_1-GM_3505-Locus_4","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"4","NAS",22,"Yes","Dataset_1-GM_3505-Locus_4","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM10_S94_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-4-GM10_S94_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-4-GM10_S94_L001_R1_001.fastq.gz","SRR6741538"
"170717_M00281_0245_000000000-BBYDN_Rep3-4-GM10_S94_L001","Dataset_1-GM_3505-Locus_4","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"4","NAS",22,"Yes","Dataset_1-GM_3505-Locus_4","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM10_S94_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-4-GM10_S94_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-4-GM10_S94_L001_R1_001.fastq.gz","SRR6741553"
"170721_M00281_0248_000000000-BBWCL_Pooled-4-GM10_S94_L001","Dataset_1-GM_3505-Locus_4","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"4","NAS",22,"Yes","Dataset_1-GM_3505-Locus_4","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM10_S94_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM10_S94_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-4-GM10_S94_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-4-GM10_S94_L001_R1_001.fastq.gz","SRR6741769"
"170710_M00281_0242_000000000-BBC66_Rep1-A-GM10_S10_L001","Dataset_1-GM_3505-Locus_A","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"A","NAS",22,"Yes","Dataset_1-GM_3505-Locus_A","170710_M00281_0242_000000000-BBC66_Rep1-A-GM10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-A-GM10_S10_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-A-GM10_S10_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-A-GM10_S10_L001_R1_001.fastq.gz","SRR6741774"
"170712_M00281_0243_000000000-BBD2K_Rep2-A-GM10_S10_L001","Dataset_1-GM_3505-Locus_A","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"A","NAS",22,"Yes","Dataset_1-GM_3505-Locus_A","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM10_S10_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-A-GM10_S10_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-A-GM10_S10_L001_R1_001.fastq.gz","SRR6741775"
"170717_M00281_0245_000000000-BBYDN_Rep3-A-GM10_S10_L001","Dataset_1-GM_3505-Locus_A","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"A","NAS",22,"Yes","Dataset_1-GM_3505-Locus_A","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM10_S10_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-A-GM10_S10_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-A-GM10_S10_L001_R1_001.fastq.gz","SRR6741776"
"170721_M00281_0248_000000000-BBWCL_Pooled-A-GM10_S10_L001","Dataset_1-GM_3505-Locus_A","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"A","NAS",22,"Yes","Dataset_1-GM_3505-Locus_A","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM10_S10_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM10_S10_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-A-GM10_S10_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-A-GM10_S10_L001_R1_001.fastq.gz","SRR6741773"
"170710_M00281_0242_000000000-BBC66_Rep1-B-GM10_S22_L001","Dataset_1-GM_3505-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"B","NAS",22,"Yes","Dataset_1-GM_3505-Locus_B","170710_M00281_0242_000000000-BBC66_Rep1-B-GM10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-B-GM10_S22_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-B-GM10_S22_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-B-GM10_S22_L001_R1_001.fastq.gz","SRR6741759"
"170712_M00281_0243_000000000-BBD2K_Rep2-B-GM10_S22_L001","Dataset_1-GM_3505-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"B","NAS",22,"Yes","Dataset_1-GM_3505-Locus_B","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM10_S22_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-B-GM10_S22_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-B-GM10_S22_L001_R1_001.fastq.gz","SRR6742103"
"170717_M00281_0245_000000000-BBYDN_Rep3-B-GM10_S22_L001","Dataset_1-GM_3505-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"B","NAS",22,"Yes","Dataset_1-GM_3505-Locus_B","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM10_S22_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-B-GM10_S22_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-B-GM10_S22_L001_R1_001.fastq.gz","SRR6742102"
"170721_M00281_0248_000000000-BBWCL_Pooled-B-GM10_S22_L001","Dataset_1-GM_3505-Locus_B","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"B","NAS",22,"Yes","Dataset_1-GM_3505-Locus_B","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM10_S22_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM10_S22_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-B-GM10_S22_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-B-GM10_S22_L001_R1_001.fastq.gz","SRR6741754"
"170710_M00281_0242_000000000-BBC66_Rep1-C-GM10_S34_L001","Dataset_1-GM_3505-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"C","NAS",22,"Yes","Dataset_1-GM_3505-Locus_C","170710_M00281_0242_000000000-BBC66_Rep1-C-GM10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-C-GM10_S34_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-C-GM10_S34_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-C-GM10_S34_L001_R1_001.fastq.gz","SRR6742100"
"170712_M00281_0243_000000000-BBD2K_Rep2-C-GM10_S34_L001","Dataset_1-GM_3505-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"C","NAS",22,"Yes","Dataset_1-GM_3505-Locus_C","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM10_S34_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-C-GM10_S34_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-C-GM10_S34_L001_R1_001.fastq.gz","SRR6742099"
"170717_M00281_0245_000000000-BBYDN_Rep3-C-GM10_S34_L001","Dataset_1-GM_3505-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"C","NAS",22,"Yes","Dataset_1-GM_3505-Locus_C","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM10_S34_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-C-GM10_S34_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-C-GM10_S34_L001_R1_001.fastq.gz","SRR6742098"
"170721_M00281_0248_000000000-BBWCL_Pooled-C-GM10_S34_L001","Dataset_1-GM_3505-Locus_C","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"C","NAS",22,"Yes","Dataset_1-GM_3505-Locus_C","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM10_S34_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM10_S34_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-C-GM10_S34_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-C-GM10_S34_L001_R1_001.fastq.gz","SRR6742101"
"170710_M00281_0242_000000000-BBC66_Rep1-D-GM10_S46_L001","Dataset_1-GM_3505-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170710_M00281_0242_000000000-BBC66","10",1,3505,,"D","NAS",22,"Yes","Dataset_1-GM_3505-Locus_D","170710_M00281_0242_000000000-BBC66_Rep1-D-GM10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-D-GM10_S46_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-D-GM10_S46_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-D-GM10_S46_L001_R1_001.fastq.gz","SRR6742096"
"170712_M00281_0243_000000000-BBD2K_Rep2-D-GM10_S46_L001","Dataset_1-GM_3505-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170712_M00281_0243_000000000-BBD2K","10",2,3505,,"D","NAS",22,"Yes","Dataset_1-GM_3505-Locus_D","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM10_S46_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-D-GM10_S46_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-D-GM10_S46_L001_R1_001.fastq.gz","SRR6742095"
"170717_M00281_0245_000000000-BBYDN_Rep3-D-GM10_S46_L001","Dataset_1-GM_3505-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170717_M00281_0245_000000000-BBYDN","10",3,3505,,"D","NAS",22,"Yes","Dataset_1-GM_3505-Locus_D","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM10_S46_L001_R1_001.fastq.gz","170717_M00281_0245_000000000-BBYDN_Rep3-D-GM10_S46_L001_R2_001.fastq.gz","data/prepared/170717_M00281_0245_000000000-BBYDN_Rep3-D-GM10_S46_L001_R1_001.fastq.gz","SRR6742094"
"170721_M00281_0248_000000000-BBWCL_Pooled-D-GM10_S46_L001","Dataset_1-GM_3505-Locus_D","pan troglodytes","schweinfurthii","not collected","female","feces","2013-04-20",1,"170721_M00281_0248_000000000-BBWCL","10",,3505,,"D","NAS",22,"Yes","Dataset_1-GM_3505-Locus_D","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM10_S46_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM10_S46_L001_R1_001.fastq.gz","170721_M00281_0248_000000000-BBWCL_Pooled-D-GM10_S46_L001_R2_001.fastq.gz","data/prepared/170721_M00281_0248_000000000-BBWCL_Pooled-D-GM10_S46_L001_R1_001.fastq.gz","SRR6742097"
"170710_M00281_0242_000000000-BBC66_Rep1-1-GM11_S59_L001","Dataset_1-GM_3746-Locus_1","pan troglodytes","schweinfurthii","not collected","female","feces","2014-06-17",1,"170710_M00281_0242_000000000-BBC66","11",1,3746,,"1","GOS",141,"Yes","Dataset_1-GM_3746-Locus_1","170710_M00281_0242_000000000-BBC66_Rep1-1-GM11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170710_M00281_0242_000000000-BBC66_Rep1-1-GM11_S59_L001_R1_001.fastq.gz","170710_M00281_0242_000000000-BBC66_Rep1-1-GM11_S59_L001_R2_001.fastq.gz","data/prepared/170710_M00281_0242_000000000-BBC66_Rep1-1-GM11_S59_L001_R1_001.fastq.gz","SRR6741859"
"170712_M00281_0243_000000000-BBD2K_Rep2-1-GM11_S59_L001","Dataset_1-GM_3746-Locus_1","pan troglodytes","schweinfurthii","not collected","female","feces","2014-06-17",1,"170712_M00281_0243_000000000-BBD2K","11",2,3746,,"1","GOS",141,"Yes","Dataset_1-GM_3746-Locus_1","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM11_S59_L001","Microsatellite DNA from fecal samples","AMPLICON","GENOMIC","PCR","Paired","ILLUMINA","Illumina MiSeq","fastq","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM11_S59_L001_R1_001.fastq.gz","170712_M00281_0243_000000000-BBD2K_Rep2-1-GM11_S59_L001_R2_001.fastq.gz","data/prepared/170712_M00281_0243_000000000-BBD2K_Rep2-1-GM11_S59_L001_R1_001.fastq.gz","SRR6741856"
